"","ANO_ELEICAO","SIGLA_UF","NOME_MUNICIPIO","NOME_CANDIDATO","SIGLA_PARTIDO","NUMERO_CAND","TOTAL_VOTOS"
"276",2014,"MG","BELO HORIZONTE","JORCELINO CARDOSO SOARES","PTB",1422,135
"277",2014,"MG","BELO HORIZONTE","JORDANO CARVALHO DOS SANTOS","PSTU",1600,82
"278",2014,"MG","BELO HORIZONTE","JORGE NUNES PAULUCI","PT",1302,166
"279",2014,"MG","BELO HORIZONTE","JORGE TARCISIO TORQUATO","PSOL",5044,0
"280",2014,"MG","BELO HORIZONTE","JOSE ANASTACIO DE CARVALHO SILVA FILHO","PSB",4088,72
"281",2014,"MG","BELO HORIZONTE","JOSE ANTONIO PRATES","PHS",3123,551
"282",2014,"MG","BELO HORIZONTE","JOSE ANTONIO TEIXEIRA DE MENDONCA","PSL",1770,188
"283",2014,"MG","BELO HORIZONTE","JOSE ATALIBA CARDOSO MEIRA","PRP",4445,30
"284",2014,"MG","BELO HORIZONTE","JOSE BONOMO NETO","PT",1347,0
"285",2014,"MG","BELO HORIZONTE","JOSE CARLOS DE SOUZA","PSC",2033,0
"286",2014,"MG","BELO HORIZONTE","JOSE CARLOS FERREIRA","PTN",1921,207
"287",2014,"MG","BELO HORIZONTE","JOSE CARLOS NETO","PTB",1466,721
"288",2014,"MG","BELO HORIZONTE","JOSE DE ARAUJO GUEDES","PMDB",1591,224
"289",2014,"MG","BELO HORIZONTE","JOSE DO CARMO DE LIMA BARBOSA","PSC",2012,89
"290",2014,"MG","BELO HORIZONTE","JOSE FRANCISCO MOREIRA JORDAO","PRB",1013,8
"291",2014,"MG","BELO HORIZONTE","JOSE GERALDO MENDES DA SILVA","PMDB",1561,408
"292",2014,"MG","BELO HORIZONTE","JOSE GOMES DA FONSECA","PT do B",7074,299
"293",2014,"MG","BELO HORIZONTE","JOSE HUMBERTO SOARES","PSD",5521,608
"294",2014,"MG","BELO HORIZONTE","JOSE LAZARO DOS REIS","PSDC",2737,172
"295",2014,"MG","BELO HORIZONTE","JOSE LEONARDO COSTA MONTEIRO","PT",1363,514
"296",2014,"MG","BELO HORIZONTE","JOSE LUIZ AUGUSTO","PSB",4078,27
"297",2014,"MG","BELO HORIZONTE","JOSE MARCIANO TEIXEIRA","PSDB",4570,205
"298",2014,"MG","BELO HORIZONTE","JOSE MARCIO GONCALVES","PT",1356,94
"299",2014,"MG","BELO HORIZONTE","JOSE MARIA AMORIM DA SILVA","PHS",3177,70
"300",2014,"MG","BELO HORIZONTE","JOSE MARTINS DO NASCIMENTO JUNIOR","PV",4303,134
"301",2014,"MG","BELO HORIZONTE","JOSE NORMANDIA FILHO","PRP",4422,101
"302",2014,"MG","BELO HORIZONTE","JOSE ONOFRE DA SILVA","PSDC",2715,164
"303",2014,"MG","BELO HORIZONTE","JOSE RAIMUNDO SILVA","PT do B",7001,62
"304",2014,"MG","BELO HORIZONTE","JOSE REINALDO DE LIMA","PT do B",7009,503
"305",2014,"MG","BELO HORIZONTE","JOSE RENATO DE CASTRO","PT do B",7017,686
"306",2014,"MG","BELO HORIZONTE","JOSE RICARDO SIRIO","PMN",3363,46
"307",2014,"MG","BELO HORIZONTE","JOSE ROBERTO CORREIA FRANCA","PTC",3663,735
"308",2014,"MG","BELO HORIZONTE","JOSE ROBERTO FAGUNDES DOS SANTOS","PSL",1710,17
"309",2014,"MG","BELO HORIZONTE","JOSE ROBSON BATISTA DE OLIVEIRA","PT do B",7049,1502
"310",2014,"MG","BELO HORIZONTE","JOSE SARAIVA FELIPE","PMDB",1590,2289
"311",2014,"MG","BELO HORIZONTE","JOSE SILVA SOARES","SD",7777,2311
"312",2014,"MG","BELO HORIZONTE","JOSIANE ASSIS DE BOUCHERVILLE","PSTU",1677,6
"313",2014,"MG","BELO HORIZONTE","JOSIAS DE AGUIAR RIBEIRO","PDT",1245,248
"314",2014,"MG","BELO HORIZONTE","JUAREZ JOSE MUNIZ","PDT",1244,31
"315",2014,"MG","BELO HORIZONTE","JULIANA ROCHA MARQUES","PSTU",1675,5
"316",2014,"MG","BELO HORIZONTE","JULIANE LOURDES SILVA","PHS",3114,110
"317",2014,"MG","BELO HORIZONTE","JULIO ALVES DA SILVA","PSC",2001,39
"318",2014,"MG","BELO HORIZONTE","JULIO CESAR DELGADO","PSB",4050,2878
"319",2014,"MG","BELO HORIZONTE","KAREN GISELE DA SILVA","PDT",1286,15
"320",2014,"MG","BELO HORIZONTE","KELMA MELO GONCALVES COSTA","PT do B",7064,350
"321",2014,"MG","BELO HORIZONTE","KENNYA CRISTINA MACHADO DE ARAUJO","PHS",3116,3
"322",2014,"MG","BELO HORIZONTE","LAERCIO LETRO RIBEIRO","PDT",1212,645
"323",2014,"MG","BELO HORIZONTE","LAUDENY REGINA WANDERLEY","PT",1398,18
"324",2014,"MG","BELO HORIZONTE","LAUDIVIO ALVARENGA CARVALHO","PMDB",1580,39835
"325",2014,"MG","BELO HORIZONTE","LAURINHA FERREIRA GONCALVES","PRB",1040,7
"326",2014,"MG","BELO HORIZONTE","LAWRENCE DE MELO BORGES","PV",4340,15
"327",2014,"MG","BELO HORIZONTE","LEDA LOURENCO BRAGA","SD",7752,3
"328",2014,"MG","BELO HORIZONTE","LEONARDO ANDRE PEREIRA DE BARROS","SD",7707,81
"329",2014,"MG","BELO HORIZONTE","LEONARDO LEMOS BARROS QUINTAO","PMDB",1500,29026
"330",2014,"MG","BELO HORIZONTE","LEONARDO NASCIMENTO","DEM",2500,88
"331",2014,"MG","BELO HORIZONTE","LEONE MACIEL FONSECA","PMN",3344,512
"332",2014,"MG","BELO HORIZONTE","LILIAN PINHO DIAS","PV",4330,57
"333",2014,"MG","BELO HORIZONTE","LINCOLN DINIZ PORTELA","PR",2233,24391
"334",2014,"MG","BELO HORIZONTE","LINDOMAR GOMES DA SILVA","PT",1313,3348
"335",2014,"MG","BELO HORIZONTE","LOURIVAL DE SOUSA GONCALVES","PSOL",5055,69
"336",2014,"MG","BELO HORIZONTE","LUANA CAXEADO SILVA","PT",1392,42
"337",2014,"MG","BELO HORIZONTE","LUCAS ANTONIO DE MORAIS","PPS",2338,15
"338",2014,"MG","BELO HORIZONTE","LUCAS GOMES ARCANJO","PRTB",2868,349
"339",2014,"MG","BELO HORIZONTE","LUCAS ISRAEL SILVA DE OLIVEIRA","PSB",4012,4734
"340",2014,"MG","BELO HORIZONTE","LUCIA MARIA DA SILVA MOREIRA","PSB",4019,226
"341",2014,"MG","BELO HORIZONTE","LUCIANA DE OLIVEIRA ARCHETE","PSB",4042,34
"342",2014,"MG","BELO HORIZONTE","LUCIANA VAZ VENANCIO","PPL",5421,139
"343",2014,"MG","BELO HORIZONTE","LUCIANO FARIAS DA SILVA","PTN",1960,8
"344",2014,"MG","BELO HORIZONTE","LUCIANO JOSE DE OLIVEIRA","PSD",5560,0
"345",2014,"MG","BELO HORIZONTE","LUCIANO PALMA PROCOPIO BRETAS","PTB",1444,3644
"346",2014,"MG","BELO HORIZONTE","LUCIENE CRISTINE DE OLIVEIRA FERREIRA","PSDB",4505,269
"347",2014,"MG","BELO HORIZONTE","LUCILIA MARIA OTONI SILVA","PT do B",7011,189
"348",2014,"MG","BELO HORIZONTE","LUIS ANTONIO BATISTA","PSL",1757,5
"349",2014,"MG","BELO HORIZONTE","LUIS HENRIQUE DE OLIVEIRA RESENDE","PT do B",7070,46370
"350",2014,"MG","BELO HORIZONTE","LUIZ ADRIAN DE MORAES PAZ","PT do B",7072,1466
"351",2014,"MG","BELO HORIZONTE","LUIZ ANTONIO BARROSO RODRIGUES","PSC",2024,290
"352",2014,"MG","BELO HORIZONTE","LUIZ CARLOS DIAS BARBOSA","PV",4325,532
"353",2014,"MG","BELO HORIZONTE","LUIZ CARLOS VICENTE","PSTU",1640,25
"354",2014,"MG","BELO HORIZONTE","LUIZ FERNANDO RAMOS FARIA","PP",1145,1952
"355",2014,"MG","BELO HORIZONTE","LUIZ FERNANDO RODRIGUES GOMES","PSOL",5010,688
"356",2014,"MG","BELO HORIZONTE","LUIZ GONZAGA RIBEIRO","PDT",1231,21934
"357",2014,"MG","BELO HORIZONTE","LUIZ OTAVIO DA TRINDADE","PSOL",5053,62
"358",2014,"MG","BELO HORIZONTE","LUZIA MARIA FERREIRA","PPS",2323,18970
"359",2014,"MG","BELO HORIZONTE","LUZIA REGINA DE OLIVEIRA DOMINGUES","PV",4328,0
"360",2014,"MG","BELO HORIZONTE","MAC DOWEL CAMPOS SILVA","SD",7766,1563
"361",2014,"MG","BELO HORIZONTE","MADALENA DE FATIMA GUALBERTO FARIA","PT do B",7059,543
"362",2014,"MG","BELO HORIZONTE","MAGNOLIA RODRIGUES DE SOUZA","PSL",1712,55
"363",2014,"MG","BELO HORIZONTE","MAIRA DOS SANTOS CARLOS","PMDB",1520,80
"364",2014,"MG","BELO HORIZONTE","MANOEL BISPO DOS SANTOS","PV",4380,25
"365",2014,"MG","BELO HORIZONTE","MANOEL FERREIRA DA SILVA","PRTB",2855,199
"366",2014,"MG","BELO HORIZONTE","MANOEL NERES DA SILVA FILHO","PDT",1255,140
"367",2014,"MG","BELO HORIZONTE","MARA CHRISTINA FERREIRA ALMADA","PSB",4045,327
"368",2014,"MG","BELO HORIZONTE","MARCELA HOEHNE GOULART","PCB",2123,43
"369",2014,"MG","BELO HORIZONTE","MARCELO BAETA MIRANDA","PEN",5114,30
"370",2014,"MG","BELO HORIZONTE","MARCELO GUILHERME DE ARO FERREIRA","PHS",3133,42833
"371",2014,"MG","BELO HORIZONTE","MARCELO HENRIQUE TEIXEIRA DIAS","PRP",4433,44486
"372",2014,"MG","BELO HORIZONTE","MARCELO LUIZ DE SOUZA ALVES","PSB",4034,201
"373",2014,"MG","BELO HORIZONTE","MARCELO RODRIGUES DOS SANTOS","PTC",3635,35
"374",2014,"MG","BELO HORIZONTE","MARCIO APARECIDO MARTINS DE SOUZA","PMN",3390,61
"375",2014,"MG","BELO HORIZONTE","MARCIO CALAFIORI RESENDE","PSC",2011,177
"376",2014,"MG","BELO HORIZONTE","MARCIO DA SILVA","PT do B",7024,123
"377",2014,"MG","BELO HORIZONTE","MARCIO TEIXEIRA NOBRE","PSDC",2700,176
"378",2014,"MG","BELO HORIZONTE","MARCO ANTONIO DE OLIVEIRA ZOCRATO","PCB",2122,1322
"379",2014,"MG","BELO HORIZONTE","MARCO ANTONIO FELICIO DA SILVA","DEM",2560,2474
"380",2014,"MG","BELO HORIZONTE","MARCO ANTONIO VILAS BOAS","PMN",3340,67
"381",2014,"MG","BELO HORIZONTE","MARCO TULIO FAISSOL TANNUS","PMDB",1530,173
"382",2014,"MG","BELO HORIZONTE","MARCOS ANTONIO ALVIM","PSC",2014,212
"383",2014,"MG","BELO HORIZONTE","MARCOS ANTONIO DE MEDEIROS","PRB",1050,467
"384",2014,"MG","BELO HORIZONTE","MARCOS AURELIO PASCHOALIN","PSD",5544,0
"385",2014,"MG","BELO HORIZONTE","MARCOS MONTES CORDEIRO","PSD",5545,1259
"386",2014,"MG","BELO HORIZONTE","MARCOS MOURA FRANCO","PTC",3609,5
"387",2014,"MG","BELO HORIZONTE","MARCOS TULIO DA SILVA CRUZ","PEN",5100,1338
"388",2014,"MG","BELO HORIZONTE","MARCUS SALVIO PIERONI","PSL",1702,56
"389",2014,"MG","BELO HORIZONTE","MARCUS VINICIUS CAETANO PESTANA DA SILVA","PSDB",4555,7714
"390",2014,"MG","BELO HORIZONTE","MARDELENE CEZAR RODRIGUES DE JESUS","PSB",4005,994
"391",2014,"MG","BELO HORIZONTE","MARIA APARECIDA DE CARVALHO MORAES","PV",4383,17
"392",2014,"MG","BELO HORIZONTE","MARIA APARECIDA DE OLIVEIRA EULALIO","PTC",3618,118
"393",2014,"MG","BELO HORIZONTE","MARIA APARECIDA DE OLIVEIRA SOUZA","PSB",4070,286
"394",2014,"MG","BELO HORIZONTE","MARIA APARECIDA MENEZES VIEIRA","PC do B",6569,460
"395",2014,"MG","BELO HORIZONTE","MARIA APARECIDA VIEIRA","PSDB",4515,267
"396",2014,"MG","BELO HORIZONTE","MARIA CRISTINA VILELA","DEM",2580,45
"397",2014,"MG","BELO HORIZONTE","MARIA DA CONCEICAO SOARES LEAL FIGUEIREDO","PSB",4006,212
"398",2014,"MG","BELO HORIZONTE","MARIA DA CONSOLACAO ROCHA","PSOL",5050,11558
"399",2014,"MG","BELO HORIZONTE","MARIA DA PENHA DE JESUS","PTB",1435,24
"400",2014,"MG","BELO HORIZONTE","MARIA DE FATIMA COSTA","PTN",1924,8
"401",2014,"MG","BELO HORIZONTE","MARIA DE FATIMA MOURA VARGAS","DEM",2570,8
"402",2014,"MG","BELO HORIZONTE","MARIA DE FATIMA TAVARES","PSL",1745,42
"403",2014,"MG","BELO HORIZONTE","MARIA DE LOURDES RIBEIRO","PTB",1402,8
"404",2014,"MG","BELO HORIZONTE","MARIA DO CARMO LARA PERPETUO","PT",1300,3335
"405",2014,"MG","BELO HORIZONTE","MARIA DO SOCORRO JO MORAES","PC do B",6565,29446
"406",2014,"MG","BELO HORIZONTE","MARIA LUCIA DIAS VALENTIM","PSDB",4510,396
"407",2014,"MG","BELO HORIZONTE","MARIA LUIZA MOTA SILVA","PT do B",7029,205
"408",2014,"MG","BELO HORIZONTE","MARIA MARGARIDA MARTINS SALOMAO","PT",1314,2022
"409",2014,"MG","BELO HORIZONTE","MARIA PEREIRA DOS REIS","PT do B",7033,1246
"410",2014,"MG","BELO HORIZONTE","MARIA PERPETUO SOCORRO DE MORAES","PSB",4054,85
"411",2014,"MG","BELO HORIZONTE","MARIA RIBEIRO DE ANDRADA E OLIVEIRA FIGUEIREDO","PSB",4043,236
"412",2014,"MG","BELO HORIZONTE","MARIA SOCORRO SANTOS SILVA","PP",1113,151
"413",2014,"MG","BELO HORIZONTE","MARIENE PATRICIA RODRIGUES","PSB",4017,50
"414",2014,"MG","BELO HORIZONTE","MARILIA GONCALVES ANDRADE DE OLIVEIRA","PTC",3633,262
"415",2014,"MG","BELO HORIZONTE","MARILIA RIBEIRO SIMIM","PT do B",7047,33
"416",2014,"MG","BELO HORIZONTE","MARILZA ALVES DE FIGUEIREDO","PSC",2030,95
"417",2014,"MG","BELO HORIZONTE","MARIO LUCIO HERINGER","PDT",1234,10571
"418",2014,"MG","BELO HORIZONTE","MARLUCE RODRIGUES PEREIRA DE PAIVA","PT do B",7066,595
"419",2014,"MG","BELO HORIZONTE","MATEUS NUNES","PDT",1203,59
"420",2014,"MG","BELO HORIZONTE","MATHEUS COSTA DE ALMEIDA","PSTU",1699,36
"421",2014,"MG","BELO HORIZONTE","MAURA MARIA DA SILVA FOUREAUX MACEDO","PTB",1456,152
"422",2014,"MG","BELO HORIZONTE","MAURICIO VALLE SALLES","PV",4345,273
"423",2014,"MG","BELO HORIZONTE","MAURILIO BARBOSA DA SILVA","PDT",1260,724
"424",2014,"MG","BELO HORIZONTE","MAURILO DE CERQUEIRA MARINHO","PSOL",5012,125
"425",2014,"MG","BELO HORIZONTE","MAURO CESAR ALVES DE SOUSA","SD",7734,185
"426",2014,"MG","BELO HORIZONTE","MAURO DE OLIVEIRA","PT do B",7082,2
"427",2014,"MG","BELO HORIZONTE","MAURO FERNANDES LOPES DE LIMA E SOUSA","PDT",1201,818
"428",2014,"MG","BELO HORIZONTE","MAURO JORGE DE PAULA BOMFIM","PMN",3300,748
"429",2014,"MG","BELO HORIZONTE","MAURO LUCIO DA SILVA","PRTB",2840,12
"430",2014,"MG","BELO HORIZONTE","MAURO LUIZ DA SILVA","DEM",2511,25
"431",2014,"MG","BELO HORIZONTE","MAURO RIBEIRO LOPES","PMDB",1511,2951
"432",2014,"MG","BELO HORIZONTE","MAX FREDSON DE SOUZA MOL","PSTU",1618,45
"433",2014,"MG","BELO HORIZONTE","MIGUEL ANGELO DOS SANTOS","PT do B",7076,381
"434",2014,"MG","BELO HORIZONTE","MIGUEL CORREA DA SILVA JUNIOR","PT",1330,27549
"435",2014,"MG","BELO HORIZONTE","MILENE DAS GRACAS GANDRA","PPL",5412,33
"436",2014,"MG","BELO HORIZONTE","MILIANE AMELIA DE AGUIAR","PSDB",4512,744
"437",2014,"MG","BELO HORIZONTE","MISAEL ARTUR FERREIRA VARELLA","DEM",2505,1366
"438",2014,"MG","BELO HORIZONTE","MOABE SIDONIO DA SILVA","PMN",3346,130
"439",2014,"MG","BELO HORIZONTE","MOACIR PEREIRA COIMBRA","PSC",2000,847
"440",2014,"MG","BELO HORIZONTE","MOAMED RACHID GARIFF NOLETO DE QUEIROZ","PDT",1233,1733
"441",2014,"MG","BELO HORIZONTE","MURILO DE PAIVA","PT do B",7041,449
"442",2014,"MG","BELO HORIZONTE","NADIR GRACIANO BRANDAO","PDT",1280,166
"443",2014,"MG","BELO HORIZONTE","NANCI JUSSARA MARQUES BARBOSA","PRP",4404,105
"444",2014,"MG","BELO HORIZONTE","NANCY GOULART","PTN",1928,6
"445",2014,"MG","BELO HORIZONTE","NEIDE PEREIRA DE MELO TANNUS","PMN",3319,4
"446",2014,"MG","BELO HORIZONTE","NELSON PAULINO DA COSTA","PSL",1715,8
"447",2014,"MG","BELO HORIZONTE","NEUSA ALVES BATISTA","SD",7709,2
"448",2014,"MG","BELO HORIZONTE","NEWTON CARDOSO JUNIOR","PMDB",1510,3571
"449",2014,"MG","BELO HORIZONTE","NILMARIO DE MIRANDA","PT",1331,11997
"450",2014,"MG","BELO HORIZONTE","NILO SERGIO DE MENEZES MACEDO","PT",1388,216
"451",2014,"MG","BELO HORIZONTE","NILSON DOS SANTOS","PTN",1975,472
"452",2014,"MG","BELO HORIZONTE","NILZETE BANDEIRA TAVARES DE ALMEIDA","PSD",5530,6
"453",2014,"MG","BELO HORIZONTE","NIVALDO INACIO MORAIS","PP",1123,176
"454",2014,"MG","BELO HORIZONTE","NIVALDO LAGARES PINTO","PDT",1222,137
"455",2014,"MG","BELO HORIZONTE","NORMA MARIA LEAO","PSB",4039,70
"456",2014,"MG","BELO HORIZONTE","ODAIR JOSE DA CUNHA","PT",1307,1279
"457",2014,"MG","BELO HORIZONTE","ODELMO LEAO CARNEIRO SOBRINHO","PP",1199,374
"458",2014,"MG","BELO HORIZONTE","OLAVO BILAC PINTO NETO","PR",2245,1790
"459",2014,"MG","BELO HORIZONTE","ORLANDO RODRIGUES MONTEIRO","PT do B",7034,19
"460",2014,"MG","BELO HORIZONTE","OSWALDO BENTO PEREIRA SANCHES","PTB",1420,0
"461",2014,"MG","BELO HORIZONTE","OTAGILDO FERNANDES SIMOES","PSOL",5025,62
"462",2014,"MG","BELO HORIZONTE","OVIDIO DANIEL DE SOUZA","PDT",1277,22
"463",2014,"MG","BELO HORIZONTE","OVIMAR DOS REIS SOUTO","PTC",3690,2760
"464",2014,"MG","BELO HORIZONTE","PABLO DO AMARAL LOPES","PEN",5112,602
"465",2014,"MG","BELO HORIZONTE","PATRICIA MARIA COUTINHO NESSIM","PEN",5118,157
"466",2014,"MG","BELO HORIZONTE","PATRICK OSORIO DE MELO DOS SANTOS","PCB",2112,91
"467",2014,"MG","BELO HORIZONTE","PATRUS ANANIAS DE SOUSA","PT",1333,80262
"468",2014,"MG","BELO HORIZONTE","PAULA CAMARGOS PINHEIRO","PSDB",4523,777
"469",2014,"MG","BELO HORIZONTE","PAULO ABI-ACKEL","PSDB",4545,5482
"470",2014,"MG","BELO HORIZONTE","PAULO ALBERTO RISSO DE SOUZA","PT do B",7090,632
"471",2014,"MG","BELO HORIZONTE","PAULO DA COSTA JUNIOR","PSB",4055,668
"472",2014,"MG","BELO HORIZONTE","PAULO HENRIQUE GABRIEL","PSTU",1611,15
"473",2014,"MG","BELO HORIZONTE","PAULO HENRIQUE LOPES","PTN",1933,59
"474",2014,"MG","BELO HORIZONTE","PAULO HENRIQUE PAULINO E SILVA","PT do B",7005,149
"475",2014,"MG","BELO HORIZONTE","PAULO RIBEIRO DA GLORIA","PPS",2363,149
"476",2014,"MG","BELO HORIZONTE","PAULO SAFADY SIMAO","PSD",5510,4664
"477",2014,"MG","BELO HORIZONTE","PAULO SERGIO DO VALLE NOGUEIRA","PPS",2356,502
"478",2014,"MG","BELO HORIZONTE","PAULO TELLES DA SILVA","PMDB",1533,1713
"479",2014,"MG","BELO HORIZONTE","PEDRO BATISTA","PT",1344,858
"480",2014,"MG","BELO HORIZONTE","PEDRO CORREA ALVARENGA BARROS","PPS",2399,79
"481",2014,"MG","BELO HORIZONTE","PEDRO WILSON ROCHA","PSL",1720,33
"482",2014,"MG","BELO HORIZONTE","PEDRO ZACARIAS DE MAGALHAES FERREIRA","PT",1378,165
"483",2014,"MG","BELO HORIZONTE","PRISCILA BATISTA DE MEDEIROS","PSDB",4525,445
"484",2014,"MG","BELO HORIZONTE","RAFAEL RIBEIRO TEIXEIRA","PDT",1250,709
"485",2014,"MG","BELO HORIZONTE","RAILDA FERNANDEZ COSTA","PPS",2388,16
"486",2014,"MG","BELO HORIZONTE","RAIMUNDO BATISTA DA SILVA","PPS",2324,263
"487",2014,"MG","BELO HORIZONTE","RAIR ANICIO JUNIOR","PCB",2100,66
"488",2014,"MG","BELO HORIZONTE","RANDOLFO JOSE BARBOSA","PV",4322,410
"489",2014,"MG","BELO HORIZONTE","RAQUEL DE SOUZA PRADO","PSTU",1666,168
"490",2014,"MG","BELO HORIZONTE","RAUL GUILHERME PLASSMANN","PSC",2040,3594
"491",2014,"MG","BELO HORIZONTE","REGILAINE ALVES DE CARVALHO","PSB",4014,27
"492",2014,"MG","BELO HORIZONTE","REGINA APARECIDA DIAS DOS ANJOS","PMN",3305,1
"493",2014,"MG","BELO HORIZONTE","REGINA CARMEM FERNANDES DOS SANTOS","PT do B",7042,202
"494",2014,"MG","BELO HORIZONTE","REGINA MARIA CIOFFI BATAGINI","PPS",2345,231
"495",2014,"MG","BELO HORIZONTE","REGINALDO LAZARO DE OLIVEIRA LOPES","PT",1312,6593
"496",2014,"MG","BELO HORIZONTE","REGINALDO ROSSI DE PAULA","PT do B",7092,782
"497",2014,"MG","BELO HORIZONTE","RENATA APARECIDA DE OLIVEIRA VIEIRA","PT do B",7055,77
"498",2014,"MG","BELO HORIZONTE","RENATO BARBOSA DE ANDRADE","PP",1100,721
"499",2014,"MG","BELO HORIZONTE","RENATO FABIANO MATHEUS","PMN",3313,412
"500",2014,"MG","BELO HORIZONTE","RENATO GOMES","PV",4333,454
"501",2014,"MG","BELO HORIZONTE","RENZO DO AMARAL BRAZ","PP",1121,844
"502",2014,"MG","BELO HORIZONTE","RICARDO ASSUNCAO","PTB",1414,205
"503",2014,"MG","BELO HORIZONTE","RICARDO DE OLIVEIRA LOBATO","PSB",4018,307
"504",2014,"MG","BELO HORIZONTE","RICARDO FERNANDO PEDROSA","PEN",5123,70
"505",2014,"MG","BELO HORIZONTE","RICARDO SARAIVA DIAS","PDT",1206,29
"506",2014,"MG","BELO HORIZONTE","ROBERTO ALVES DA SILVA","PT do B",7016,55
"507",2014,"MG","BELO HORIZONTE","ROBERTO ANTONIO VERONICA","PSTU",1602,571
"508",2014,"MG","BELO HORIZONTE","ROBERTO CARLOS MUNIZ","PT do B",7020,666
"509",2014,"MG","BELO HORIZONTE","ROBERTO DE QUEIROZ GONTIJO","PTC",3699,24
"510",2014,"MG","BELO HORIZONTE","ROBERTO RIBEIRO GONCALVES","PSB",4032,1320
"511",2014,"MG","BELO HORIZONTE","ROBERTO SIMAO","PRTB",2820,0
"512",2014,"MG","BELO HORIZONTE","ROBESIO ZEFERINO ROCHA","PDT",1213,154
"513",2014,"MG","BELO HORIZONTE","ROBSON GOMES SILVA","PCO",2929,1390
"514",2014,"MG","BELO HORIZONTE","ROBSON RAMOS LACERDA","PHS",3199,43
"515",2014,"MG","BELO HORIZONTE","RODRIGO BATISTA DE CASTRO","PSDB",4550,26793
"516",2014,"MG","BELO HORIZONTE","RODRIGO CAMPOS CHAGAS","PT",1310,566
"517",2014,"MG","BELO HORIZONTE","RODRIGO COSTA ARAUJO","PSB",4089,193
"518",2014,"MG","BELO HORIZONTE","RODRIGO DOS SANTOS MARQUES PORTO","PT do B",7050,3902
"519",2014,"MG","BELO HORIZONTE","RODRIGO MIRANDA MENDES","PT do B",7006,524
"520",2014,"MG","BELO HORIZONTE","RODRIGO MOREIRA LADEIRA GRILO","SD",7789,2931
"521",2014,"MG","BELO HORIZONTE","RODRIGO OTAVIO SOARES PACHECO","PMDB",1515,5922
"522",2014,"MG","BELO HORIZONTE","ROGERIO ALCANTARA DE MELO","PTC",3634,1198
"523",2014,"MG","BELO HORIZONTE","ROGERIO GONCALVES DE JESUS","PT",1353,213
"524",2014,"MG","BELO HORIZONTE","ROMULO VICTOR PINHEIRO VENEROSO","PV",4344,1599
"525",2014,"MG","BELO HORIZONTE","RONALDO BARBOSA GONCALVES","PT",1345,627
"526",2014,"MG","BELO HORIZONTE","RONALDO BRAGA","PMDB",1512,74
"527",2014,"MG","BELO HORIZONTE","RONALDO MARTINS ROCHA","PRP",4411,17
"528",2014,"MG","BELO HORIZONTE","RONALDO RESENDE RIBEIRO","PRB",1001,0
"529",2014,"MG","BELO HORIZONTE","ROSANE ALVES DA SILVA","PDT",1235,339
"530",2014,"MG","BELO HORIZONTE","ROSIANE APARECIDA VAS TOSTES","PT",1399,31
"531",2014,"MG","BELO HORIZONTE","ROSILAINE DE FATIMA CORDEIRO","PSOL",5065,20
"532",2014,"MG","BELO HORIZONTE","ROSILENE DO CARMO CARDOSO","PSDC",2707,205
"533",2014,"MG","BELO HORIZONTE","ROVILSON DE ASSIS PIMENTEL","PPL",5413,56
"534",2014,"MG","BELO HORIZONTE","RUTE DE OLIVEIRA SOUZA","PSC",2034,64
"535",2014,"MG","BELO HORIZONTE","RUY MOREIRA DE CARVALHO FILHO","PSB",4009,0
"536",2014,"MG","BELO HORIZONTE","SALMA REGINA GALLATE","PSB",4000,613
"537",2014,"MG","BELO HORIZONTE","SAMUEL ANGELO DOS SANTOS","PDT",1265,201
"538",2014,"MG","BELO HORIZONTE","SANDEMBERG SOARES PEREIRA","PTC",3644,62
"539",2014,"MG","BELO HORIZONTE","SANDRA DE SOUZA CRUZ","PTC",3650,137
"540",2014,"MG","BELO HORIZONTE","SANDRA MARCELINA DE SOUZA","PROS",9015,9
"541",2014,"MG","BELO HORIZONTE","SANDRO GONCALVES DE OLIVEIRA","PT do B",7098,11
"542",2014,"MG","BELO HORIZONTE","SANDRO LUCIO DE SOUZA COELHO","PSB",4066,510
"543",2014,"MG","BELO HORIZONTE","SARA RAYANNE SILVA AZEVEDO","PSOL",5015,557
"544",2014,"MG","BELO HORIZONTE","SAULO MIRANDA PINTO","PSB",4002,154
"545",2014,"MG","BELO HORIZONTE","SEBASTIAO DOMINGOS NETO","PDT",1214,99
"546",2014,"MG","BELO HORIZONTE","SERGIO LUCIO DE ALMEIDA","PSB",4010,963
"547",2014,"MG","BELO HORIZONTE","SIDENIR APARECIDO COELHO VENTURA","PPL",5444,50
"548",2014,"MG","BELO HORIZONTE","SIDNEY DE OLIVEIRA LIMA","PT do B",7093,229
"549",2014,"MG","BELO HORIZONTE","SILAS BRASILEIRO","PMDB",1570,813
"550",2014,"MG","BELO HORIZONTE","SILVANA APARECIDA ELIAS","PSC",2067,122
"551",2014,"MG","BELO HORIZONTE","SILVIO CESAR CAMARGO DE OLIVEIRA","PTN",1978,1287
"552",2014,"MG","BELO HORIZONTE","SILVIO CESAR CRUVINEL","PDT",1238,63
"553",2014,"MG","BELO HORIZONTE","SOLANGE VITORIA LOURENCO OLIVEIRA","PMDB",1516,40
"554",2014,"MG","BELO HORIZONTE","SONIA FERREIRA DE AMORIM TERRA","PSB",4035,156
"555",2014,"MG","BELO HORIZONTE","SONIA MARA DE PINHO TAVARES","PMDB",1525,92
