"","ANO_ELEICAO","SIGLA_UF","NOME_MUNICIPIO","NOME_CANDIDATO","SIGLA_PARTIDO","NUMERO_CAND","TOTAL_VOTOS"
"76",2014,"MG","BELO HORIZONTE","BONIFACIO JOSE TAMM DE ANDRADA","PSDB",4566,3901
"77",2014,"MG","BELO HORIZONTE","BRENO DE CASTRO ALVES CARONE","PMDB",1522,446
"78",2014,"MG","BELO HORIZONTE","BRUNA CARLA DOS SANTOS","PDT",1204,402
"79",2014,"MG","BELO HORIZONTE","BRUNIELE FERREIRA DA SILVA","PTC",3645,2266
"80",2014,"MG","BELO HORIZONTE","BRUNO BORGES MAGELLA","PMDB",1566,306
"81",2014,"MG","BELO HORIZONTE","CACILDA MARIA CARVALHO DA CRUZ","PMDB",1505,727
"82",2014,"MG","BELO HORIZONTE","CAIO NARCIO RODRIGUES DA SILVEIRA","PSDB",4520,9775
"83",2014,"MG","BELO HORIZONTE","CARINE MARTINS VIEIRA","PSTU",1688,79
"84",2014,"MG","BELO HORIZONTE","CARLA CRISTINA CARVALHO SANTOS","PSD",5520,20
"85",2014,"MG","BELO HORIZONTE","CARLOS ALBERTO ALVES","PEN",5113,215
"86",2014,"MG","BELO HORIZONTE","CARLOS ANTONIO VIEIRA","PT",1390,221
"87",2014,"MG","BELO HORIZONTE","CARLOS DIAMANTINO ALKMIM","PDT",1254,438
"88",2014,"MG","BELO HORIZONTE","CARLOS DO CARMO ANDRADE MELLES","DEM",2555,1292
"89",2014,"MG","BELO HORIZONTE","CARLOS EDUARDO DA CUNHA","PSL",1747,402
"90",2014,"MG","BELO HORIZONTE","CARLOS EDUARDO VENTURELLI MOSCONI","PSDB",4513,1866
"91",2014,"MG","BELO HORIZONTE","CARLOS EINSTEIN GOMES DINIZ","PT",1332,191
"92",2014,"MG","BELO HORIZONTE","CARLOS FREDERICO MARCELO DA CUNHA CAVALCANTI","PSC",2022,612
"93",2014,"MG","BELO HORIZONTE","CARLOS HENRIQUE FERRARA FERNANDES","PT do B",7060,278
"94",2014,"MG","BELO HORIZONTE","CARLOS MAGNO TABORDA","PTN",1972,105
"95",2014,"MG","BELO HORIZONTE","CARLOS RENATO DIAS MUNIZ","PSDC",2777,591
"96",2014,"MG","BELO HORIZONTE","CARLOS WAGNER DA SILVA DIAS","PTC",3651,0
"97",2014,"MG","BELO HORIZONTE","CAROLINA MARIA ALVARENGA ESPERANCA FONSECA","PT",1360,82
"98",2014,"MG","BELO HORIZONTE","CATHIA INDIO DO BRASIL KENTISH","PMDB",1509,227
"99",2014,"MG","BELO HORIZONTE","CELENE GOMES SANTIAGO","PV",4390,20
"100",2014,"MG","BELO HORIZONTE","CELESTE ALFREDO FERNANDES","PSB",4022,348
"101",2014,"MG","BELO HORIZONTE","CELIA ALVES PEREIRA","PT do B",7031,2045
"102",2014,"MG","BELO HORIZONTE","CELIA MARIA BENEVIDES CORDEIRO","SD",7727,69
"103",2014,"MG","BELO HORIZONTE","CELTON ROCHA MESQUITA","PT do B",7057,1645
"104",2014,"MG","BELO HORIZONTE","CELY PEREIRA DOS SANTOS","PSL",1788,307
"105",2014,"MG","BELO HORIZONTE","CESAR LOURENCO DIAS DE CASTRO","PT do B",7019,1340
"106",2014,"MG","BELO HORIZONTE","CEZAR BATISTA DE OLIVEIRA","SD",7700,0
"107",2014,"MG","BELO HORIZONTE","CHARLES CARDOSO DE JESUS","PTB",1425,472
"108",2014,"MG","BELO HORIZONTE","CHRISTIANE OLIVEIRA BEZERRA PRINCE","PSD",5590,7
"109",2014,"MG","BELO HORIZONTE","CIRLAINE MARIA LIBERATO DE AVELIZ","PTN",1951,5
"110",2014,"MG","BELO HORIZONTE","CIRLENE ANICIO DE BRITO","PCB",2133,36
"111",2014,"MG","BELO HORIZONTE","CLARA MARTINS CIRINO DOS SANTOS","PTC",3660,0
"112",2014,"MG","BELO HORIZONTE","CLAUDIA FERNANDES DOS SANTOS","PTN",1927,148
"113",2014,"MG","BELO HORIZONTE","CLAUDINE BENEDITO BATALHA","PSL",1722,12
"114",2014,"MG","BELO HORIZONTE","CLAUDIO ALFREDO DE LIMA NAVES","PTC",3678,85
"115",2014,"MG","BELO HORIZONTE","CLEIDE MARIA DE SOUZA","PT",1371,24
"116",2014,"MG","BELO HORIZONTE","CLESIO MUCIO DRUMOND FILHO","PSB",4003,137
"117",2014,"MG","BELO HORIZONTE","CLESIO REZENDE COSTA","PSL",1789,88
"118",2014,"MG","BELO HORIZONTE","CLOVIS ADRIANO GARCIA","PT do B",7003,332
"119",2014,"MG","BELO HORIZONTE","CRISTIANE APARECIDA DA SILVA","PSL",1785,7
"120",2014,"MG","BELO HORIZONTE","CROVYMARA ELIAS BATALHA","PMDB",1578,100
"121",2014,"MG","BELO HORIZONTE","CYRANO VITALI VIOTTI","PPS",2333,236
"122",2014,"MG","BELO HORIZONTE","DACI CLEIA ALVES DE OLIVEIRA","PDT",1242,14
"123",2014,"MG","BELO HORIZONTE","DALMO DE ASSIS PEREIRA","PSDB",4544,336
"124",2014,"MG","BELO HORIZONTE","DALTON HENRIQUE DE ALBUQUERQUE","PEN",5170,2
"125",2014,"MG","BELO HORIZONTE","DAMINA DE CARVALHO PEREIRA","PMN",3333,807
"126",2014,"MG","BELO HORIZONTE","DANIEL FRAGA ALPES","PSL",1790,21
"127",2014,"MG","BELO HORIZONTE","DANIEL GOMES SIMIAO","PV",4399,83
"128",2014,"MG","BELO HORIZONTE","DANIEL LAGES WARDIL","PSTU",1644,116
"129",2014,"MG","BELO HORIZONTE","DAVID DA SILVA MARQUES SILVEIRA","DEM",2599,0
"130",2014,"MG","BELO HORIZONTE","DENISE FERREIRA PINTO","PMDB",1588,72
"131",2014,"MG","BELO HORIZONTE","DEUSDEDIT BERNARDO DOS REIS","PMN",3312,66
"132",2014,"MG","BELO HORIZONTE","DEYSE KELLY RODRIGUES DA COSTA","PSD",5580,9
"133",2014,"MG","BELO HORIZONTE","DIEGO LEONARDO DE ANDRADE CARVALHO","PSD",5555,10876
"134",2014,"MG","BELO HORIZONTE","DILZA MONICA DE CARVALHO","PSL",1777,47
"135",2014,"MG","BELO HORIZONTE","DIMAS FABIANO TOLEDO JUNIOR","PP",1111,2983
"136",2014,"MG","BELO HORIZONTE","DIVA DOMINGOS DA SILVA","PSL",1711,7
"137",2014,"MG","BELO HORIZONTE","DIVA FERNANDES DA SILVA","PV",4302,495
"138",2014,"MG","BELO HORIZONTE","DIVINO HENRIQUES DOS SANTOS","PTC",3646,61
"139",2014,"MG","BELO HORIZONTE","DJALBERT JOSE DE ALMEIDA","PRTB",2828,17
"140",2014,"MG","BELO HORIZONTE","DOMINGOS FRANCISCO DE CASTRO","PT do B",7040,1543
"141",2014,"MG","BELO HORIZONTE","DOMINGOS SAVIO CAMPOS RESENDE","PSDB",4560,8631
"142",2014,"MG","BELO HORIZONTE","DULCINEIA PEREIRA DOS SANTOS","PSDB",4522,519
"143",2014,"MG","BELO HORIZONTE","EDENILSON DURAES DE OLIVEIRA","PPS",2322,152
"144",2014,"MG","BELO HORIZONTE","EDIVAM TEODORO","PSB",4027,86
"145",2014,"MG","BELO HORIZONTE","EDMAR LUIZ XAVIER NETO","PEN",5110,34
"146",2014,"MG","BELO HORIZONTE","EDMUNDO MIGUEL MARTINS","PT do B",7023,882
"147",2014,"MG","BELO HORIZONTE","EDNA DIAS SANTOS","PDT",1210,1738
"148",2014,"MG","BELO HORIZONTE","EDNA FERREIRA DE SALES OLIVEIRA","PPL",5480,109
"149",2014,"MG","BELO HORIZONTE","EDNA SARMENTO BARROS","PDT",1232,326
"150",2014,"MG","BELO HORIZONTE","EDNEIA SOUSA LIMA","PTB",1455,106
"151",2014,"MG","BELO HORIZONTE","EDSON CORREA BITENCOURT","PTC",3623,21
"152",2014,"MG","BELO HORIZONTE","EDSON GONCALVES SOARES","PT do B",7089,334
"153",2014,"MG","BELO HORIZONTE","EDSON MOREIRA DA SILVA","PTN",1907,28806
"154",2014,"MG","BELO HORIZONTE","EDSON TOYOSHI CHIBA","PSDC",2720,195
"155",2014,"MG","BELO HORIZONTE","EDUARDO DE SOUZA MAIA","PT do B",7008,1264
"156",2014,"MG","BELO HORIZONTE","EDUARDO LUIZ BARROS BARBOSA","PSDB",4535,5114
"157",2014,"MG","BELO HORIZONTE","EFRAIM LENINI SOARES FRAGA","PTC",3610,410
"158",2014,"MG","BELO HORIZONTE","ELBE FIGUEIREDO BRANDAO SANTIAGO","PSDB",4530,1201
"159",2014,"MG","BELO HORIZONTE","ELI JOSE DE MELO","PV",4363,90
"160",2014,"MG","BELO HORIZONTE","ELIANE DE FATIMA SOUZA","PT do B",7083,496
"161",2014,"MG","BELO HORIZONTE","ELIAS RAMOS SOARES","PT do B",7087,71
"162",2014,"MG","BELO HORIZONTE","ELISETE INACIO DOS SANTOS","PDT",1207,369
"163",2014,"MG","BELO HORIZONTE","ELISEU ANTONIO DE ASSIS","PTB",1409,250
"164",2014,"MG","BELO HORIZONTE","ELISEU LOURENCO DA SILVA","PT do B",7045,95
"165",2014,"MG","BELO HORIZONTE","ELIZA BEATRIZ GALLO","PT do B",7027,365
"166",2014,"MG","BELO HORIZONTE","ELIZABETH SIMOES","PTC",3613,23
"167",2014,"MG","BELO HORIZONTE","ELMIRO ALVES DO NASCIMENTO","DEM",2520,1541
"168",2014,"MG","BELO HORIZONTE","ELZI BARBOSA DA SILVA","PSB",4007,134
"169",2014,"MG","BELO HORIZONTE","ENEIAS ANTONIO MARTINS","PSOL",5077,234
"170",2014,"MG","BELO HORIZONTE","ERICO DE MORAES COLEN","PSOL",5000,875
"171",2014,"MG","BELO HORIZONTE","ERNANE RIBEIRO PITANGUI","PMN",3310,1205
"172",2014,"MG","BELO HORIZONTE","EROS FERREIRA BIONDINI","PTB",1433,39843
"173",2014,"MG","BELO HORIZONTE","ESCARLET ORRANA TEIXEIRA RIBEIRO","PTB",1403,43
"174",2014,"MG","BELO HORIZONTE","ESIO WILSON LEVINO DE ARAUJO","PTC",3619,11
"175",2014,"MG","BELO HORIZONTE","ESTER LEMOS CAMPOS BOTELHO","SD",7788,9
"176",2014,"MG","BELO HORIZONTE","EUCLESIO MARTINS PROCOPIO","PSB",4085,22
"177",2014,"MG","BELO HORIZONTE","EUCLYDES MARCOS PETTERSEN NETO","PTB",1415,1691
"178",2014,"MG","BELO HORIZONTE","EUSTAQUIO MARCONCINE BINI","PDT",1230,138
"179",2014,"MG","BELO HORIZONTE","EVA MARCIELA MORAES","PTN",1902,18
"180",2014,"MG","BELO HORIZONTE","EVANDRO DA SILVA PEDRAS","PSB",4051,276
"181",2014,"MG","BELO HORIZONTE","EVANDRO MIZAEL DA SILVA","PR",2212,77
"182",2014,"MG","BELO HORIZONTE","EVANILDA GOMES DE PAIVA","PMN",3339,6
"183",2014,"MG","BELO HORIZONTE","EVELIN LUCILIA DA PIEDADE","PDT",1278,14
"184",2014,"MG","BELO HORIZONTE","FABIANA NUNES MACIEL","PV",4323,68
"185",2014,"MG","BELO HORIZONTE","FABIANO COSTA DINIZ","SD",7747,2090
"186",2014,"MG","BELO HORIZONTE","FABIO ANTONIO DA SILVA","PPS",2312,1382
"187",2014,"MG","BELO HORIZONTE","FABIO AUGUSTO RAMALHO DOS SANTOS","PV",4311,2250
"188",2014,"MG","BELO HORIZONTE","FABIO DOS SANTOS","PSL",1701,986
"189",2014,"MG","BELO HORIZONTE","FABIO NOVAIS MAGALHAES","PSDB",4599,120
"190",2014,"MG","BELO HORIZONTE","FABRICIO LUIS RESENDE","PT do B",7007,729
"191",2014,"MG","BELO HORIZONTE","FELIPE DE FREITAS FONSECA","PSTU",1617,18
"192",2014,"MG","BELO HORIZONTE","FERNANDO ANTONIO CARVALHO FRANCO","PRB",1045,86
"193",2014,"MG","BELO HORIZONTE","FERNANDO BORJA PINTO","PT do B",7077,7152
"194",2014,"MG","BELO HORIZONTE","FERNANDO DE MORAES","PV",4312,334
"195",2014,"MG","BELO HORIZONTE","FLAVIO DONIZETE GONCALVES","PTC",3611,87
"196",2014,"MG","BELO HORIZONTE","FRANCISCA MARIA DA SILVA","PSB",4040,553
"197",2014,"MG","BELO HORIZONTE","FRANCISCO DA SILVA","PV",4314,21
"198",2014,"MG","BELO HORIZONTE","FRANCISCO DE ASSIS MACIEL","PT",1366,1125
"199",2014,"MG","BELO HORIZONTE","FRANCISCO PANADES RUBIO","PPL",5454,1183
"200",2014,"MG","BELO HORIZONTE","FRANKLIN ROBERTO DE LIMA SOUZA","PT do B",7012,6101
"201",2014,"MG","BELO HORIZONTE","FREDERICO FIALHO DE SIQUEIRA","PCB",2199,20
"202",2014,"MG","BELO HORIZONTE","GABRIEL GUIMARAES DE ANDRADE","PT",1311,21814
"203",2014,"MG","BELO HORIZONTE","GABRIELA ROSA DOS SANTOS","PHS",3113,83
"204",2014,"MG","BELO HORIZONTE","GEORGE HILTON DOS SANTOS CECILIO","PRB",1010,33343
"205",2014,"MG","BELO HORIZONTE","GERALDO DE SOUZA GONCALVES","PDT",1290,1164
"206",2014,"MG","BELO HORIZONTE","GERALDO DIAS AMADOR","PPL",5410,77
"207",2014,"MG","BELO HORIZONTE","GERALDO FELIPE DA SILVA","PPL",5477,71
"208",2014,"MG","BELO HORIZONTE","GERALDO HILARIO TORRES","PT do B",7000,839
"209",2014,"MG","BELO HORIZONTE","GERALDO MAGELO AUDRIANO","PTC",3637,85
"210",2014,"MG","BELO HORIZONTE","GERALDO SEBASTIAO MAGELA DIAS","PSB",4008,9150
"211",2014,"MG","BELO HORIZONTE","GERALDO SILVERIO BASTOS","PCB",2111,35
"212",2014,"MG","BELO HORIZONTE","GERALDO THADEU PEDREIRA DOS SANTOS","PSD",5540,130
"213",2014,"MG","BELO HORIZONTE","GEZIEL RAMOS SILVA","PEN",5122,11
"214",2014,"MG","BELO HORIZONTE","GILBERTO ADENIE CUNHA","PSTU",1606,8
"215",2014,"MG","BELO HORIZONTE","GILBERTO BERNAL JUNIOR","PMN",3335,73
"216",2014,"MG","BELO HORIZONTE","GILBERTO PIRES OLIVEIRA","PSC",2016,11
"217",2014,"MG","BELO HORIZONTE","GILBERTO SILVA","PMN",3366,19
"218",2014,"MG","BELO HORIZONTE","GILSON DE CARVALHO QUEIROZ FILHO","PT",1377,5217
"219",2014,"MG","BELO HORIZONTE","GIOVANE FARINAZZO GAVIO","PSDB",4533,11957
"220",2014,"MG","BELO HORIZONTE","GIOVANI BATISTA GIMENES","PTN",1980,127
"221",2014,"MG","BELO HORIZONTE","GIRLEUSA FERREIRA DE SOUSA","PMDB",1545,77
"222",2014,"MG","BELO HORIZONTE","GLEIBE JOSE TERRA","PSB",4033,204
"223",2014,"MG","BELO HORIZONTE","GLEISER LUCIO BORONI SOARES","PSL",1700,782
"224",2014,"MG","BELO HORIZONTE","GREYCE DE QUEIROZ ELIAS","PRB",1011,123
"225",2014,"MG","BELO HORIZONTE","GUSTAVO CESAR ALKIMIN LOPES DE OLIVEIRA","PSB",4080,2389
"226",2014,"MG","BELO HORIZONTE","GUSTAVO DA SILVA PIRES","PROS",9090,3796
"227",2014,"MG","BELO HORIZONTE","GUSTAVO HENRIQUE PERRELLA AMARAL COSTA","SD",7745,2989
"228",2014,"MG","BELO HORIZONTE","GUSTAVO MARQUES CARVALHO MITRE","PHS",3100,3942
"229",2014,"MG","BELO HORIZONTE","GUSTAVO OLIMPIO SIQUEIRA ROCHA","PSTU",1601,296
"230",2014,"MG","BELO HORIZONTE","HELDER DA CUNHA EVANGELISTA","PPL",5432,35
"231",2014,"MG","BELO HORIZONTE","HELENA LUCIA DOS SANTOS","PT do B",7004,300
"232",2014,"MG","BELO HORIZONTE","HELENICE CUNHA DE LIMA","PSC",2077,177
"233",2014,"MG","BELO HORIZONTE","HELGA GREINER CORREA DE OLIVEIRA","PSDC",2712,53
"234",2014,"MG","BELO HORIZONTE","HELIO COSTA DE CAMPOS MELLO","PMDB",1513,346
"235",2014,"MG","BELO HORIZONTE","HELIO PEREIRA LEITAO","PTN",1953,61
"236",2014,"MG","BELO HORIZONTE","HELVECIO ANTONIO DE BRITO","PT do B",7036,21
"237",2014,"MG","BELO HORIZONTE","HELY COELHO DA SILVA","PPS",2350,30
"238",2014,"MG","BELO HORIZONTE","HENRIQUE BARRETO DOS SANTOS","PSB",4099,503
"239",2014,"MG","BELO HORIZONTE","HERBERT AUGUSTO DA SILVA","PDT",1236,256
"240",2014,"MG","BELO HORIZONTE","HUENDER FRANCO DIAS","PSTU",1633,17
"241",2014,"MG","BELO HORIZONTE","HUMBERTO GUIMARAES SOUTO","PPS",2360,614
"242",2014,"MG","BELO HORIZONTE","IARA MARTINS MORAIS","PTB",1489,26
"243",2014,"MG","BELO HORIZONTE","IARA SOFIA ALVES ESTEVES","PV",4315,0
"244",2014,"MG","BELO HORIZONTE","ILANA ARAUJO ALVES SOARES","PMDB",1540,76
"245",2014,"MG","BELO HORIZONTE","ILDEIA OTONI RIBEIRO","PPS",2328,283
"246",2014,"MG","BELO HORIZONTE","IRACI CHAVES MAURICIO VIGO","PTC",3652,17
"247",2014,"MG","BELO HORIZONTE","IRIS FERREIRA CHAVES","PSB",4069,731
"248",2014,"MG","BELO HORIZONTE","ISAIAS SILVESTRE","PSB",4077,6340
"249",2014,"MG","BELO HORIZONTE","ITALO HENRIQUE CASTELO BRANCO MUNIZ","DEM",2545,202
"250",2014,"MG","BELO HORIZONTE","IZABELA LUIZA SILVA","PPS",2310,20
"251",2014,"MG","BELO HORIZONTE","IZABELLA LOURENCA AMORIM ROMUALDO","PSTU",1610,610
"252",2014,"MG","BELO HORIZONTE","JACINTA DOS SANTOS PINTO","PSD",5509,5
"253",2014,"MG","BELO HORIZONTE","JACKSON EDUARDO DA SILVA","PTC",3672,93
"254",2014,"MG","BELO HORIZONTE","JAIME MARTINS FILHO","PSD",5550,1818
"255",2014,"MG","BELO HORIZONTE","JAIRO ATAIDE VIEIRA","DEM",2525,447
"256",2014,"MG","BELO HORIZONTE","JAKSON AMAURI AUGUSTO","PV",4384,271
"257",2014,"MG","BELO HORIZONTE","JAMIR MOREIRA DE ANDRADE","PMDB",1569,17
"258",2014,"MG","BELO HORIZONTE","JANDER MUNIZ FILARETTI","PTB",1440,1528
"259",2014,"MG","BELO HORIZONTE","JANETE DE OLIVEIRA CHAGAS CAMPOS","PDT",1252,20
"260",2014,"MG","BELO HORIZONTE","JANIO RODRIGUES DOS SANTOS","PTN",1911,51
"261",2014,"MG","BELO HORIZONTE","JAQUELINE TOMAZ DA SILVA BERNARDES","PMN",3394,3
"262",2014,"MG","BELO HORIZONTE","JARI TRINDADE MENDONCA","PT do B",7015,46
"263",2014,"MG","BELO HORIZONTE","JEFFERSON BASTOS GONCALVES","PSL",1780,79
"264",2014,"MG","BELO HORIZONTE","JEFFERSON RODRIGUES FARIA","PDT",1299,11
"265",2014,"MG","BELO HORIZONTE","JESSICA LEITE NICOLAI","PCB",2132,146
"266",2014,"MG","BELO HORIZONTE","JESSICA REJANE PEREIRA VIANA","PSOL",5005,384
"267",2014,"MG","BELO HORIZONTE","JOAO ALVES PEREIRA","PROS",9088,13
"268",2014,"MG","BELO HORIZONTE","JOAO BATISTA FERREIRA ARAUJO","PSDB",4511,778
"269",2014,"MG","BELO HORIZONTE","JOAO CARLOS BEREGENO JUNIOR","PSL",1740,8
"270",2014,"MG","BELO HORIZONTE","JOAO CARLOS SIQUEIRA","PT",1315,4322
"271",2014,"MG","BELO HORIZONTE","JOAO FRANCISCO SOUZA NETO","PMN",3345,154
"272",2014,"MG","BELO HORIZONTE","JOAO GOMES DA SILVA","PTC",3640,25
"273",2014,"MG","BELO HORIZONTE","JOAO JACIEL PEREIRA","PT do B",7088,0
"274",2014,"MG","BELO HORIZONTE","JOAQUIM DE OLIVEIRA SA FILHO","PT do B",7030,27
"275",2014,"MG","BELO HORIZONTE","JOICE DOS SANTOS MANGABEIRA","PSDB",4587,197
